seed,x_axle,Greedy Time,final_calculation_time,Total Running time,Route Cost,,,,,,
47,120,37.49045491,0.006464005,37.49691892,10630.6571,,,,,,
48,3,39.33216,0.006555796,39.33871579,7100.130008,,,,,,
48,9,38.35261202,0.006546974,38.35915899,7089.104133,,,,,,
48,15,38.26823187,0.006635904,38.27486777,7087.373904,,,,,,
48,21,38.19177198,0.006560087,38.19833207,7082.885758,,,,,,
48,27,38.02251887,0.006588936,38.02910781,7086.623008,,,,,,
48,30,38.20971394,0.006578922,38.21629286,7086.247385,,,,,,
48,45,38.00593996,0.006571054,38.01251101,7027.273392,,,,,,
48,60,37.69395304,0.006546736,37.70049977,6984.527416,,,,,,
48,90,37.41064501,0.006500006,37.41714501,6976.800459,,,,,,
48,120,37.24886608,0.006438732,37.25530481,6945.540335,,,,,,
49,3,38.96192932,0.006736755,38.96866608,9786.310339,,,,,,
49,9,38.33570099,0.006562948,38.34226394,9787.659732,,,,,,
49,15,38.2745049,0.006580114,38.28108501,9800.319064,,,,,,
49,21,38.14894414,0.006572962,38.1555171,9805.281711,,,,,,
49,27,38.02788782,0.006579161,38.03446698,9812.804374,,,,,,
49,30,38.00732994,0.006565809,38.01389575,9815.409933,,,,,,
49,45,37.84505534,0.006594658,37.85165,9796.503137,,,,,,
49,60,37.69933891,0.006561041,37.70589995,9794.425321,,,,,,
49,90,37.50178576,0.006929159,37.50871491,9743.705623,,,,,,
49,120,37.42819691,0.006441355,37.43463826,9670.774972,,,,,,
50,3,39.03224397,0.006567717,39.03881168,9457.338174,,,,,,
50,9,38.63729787,0.006610155,38.64390802,9472.931577,,,,,,
50,15,38.27931595,0.006598949,38.2859149,9471.527939,,,,,,
50,21,38.12211275,0.006596088,38.12870884,9480.753017,,,,,,
50,27,38.30391908,0.006655931,38.31057501,9462.831823,,,,,,
50,30,38.07929087,0.006603003,38.08589387,9460.847,,,,,,
50,45,38.05801988,0.006720066,38.06473994,9437.706193,,,,,,
50,60,38.0385952,0.006581068,38.04517627,9411.525182,,,,,,
50,90,37.73338175,0.006561041,37.73994279,9364.388473,,,,,,
50,120,37.26313806,0.006403208,37.26954126,9322.584167,,,,,,
